1383027400462814362194435551195943428442996908014, 487543832258605259813362457614707792783829787025
712254300660721475537861465061271974621936760405, 781646107618340438669276507046562047615487449678
1364348257632281325349223810137822094169248959041, 132026178523780888537805184320428096995194010711
951666969264129517586398214038774052638270503104, 1433249801026176505361269657155983379845983569557
272639055302907789369944107775923051728490252362, 855974530025958233688097229009207742322696444410
1048468457142640545743142388218890537196725775765, 464229734993195049329209074402564566075395060037
591784480907006340737103078502535666069485417318, 810992077323016959091729125573892049496364040150
405686566114938516879460208446769658858742803317, 580706580126848640664220455801537731627686193456
573037464470635434522362154335835553006066951489, 775508375180500756835995554491892425221889911609
1071898532877687062279867464612366431762385193773, 1235434902722290215108460809826071070816157152289
1025847036864786227182328655967400846187705349090, 847653011482659060273199411973467444662889568451
408152638953449993795407696461209628710332722644, 713065893014298123646705260273740434459313009696
884914200564156085828519099798302022627016592492, 1265958559571362177980481535345323710552485723528
525522661982238352780988769293430450355091759878, 149301792715515208858195733209381778962488793865
371872084688774132876175795484637283155919940950, 819412839901713699908223638333421932195622412715
